farm_id,region,latitude,longitude,farm_size_ha,soil_ph,soil_organic_carbon_pct,clay_pct,annual_rainfall_mm,avg_temp_c,ndvi,evi,tree_density_per_ha,water_depth_cm,fertilizer_n_kg_ha,residue_management,irrigation,rice_variety,planting_date,harvest_date,rice_yield_t_ha,carbon_stock_tco2e_ha,ch4_emission_kg_ha
1434,Coastal Andhra,16.22063,81.151848,1.832,6.11,0.2,24.1,1285,26.4,0.655,0.509,43,7.4,100.9,removed,alternate_wetting_drying,Samba Mahsuri,2024-06-25,2024-10-04,5.409,3.738,238.3
1435,Coastal Andhra,16.438197,81.198932,0.853,5.58,0.68,10.9,1131,28.7,0.828,0.751,40,10.6,75.9,removed,flood,MTU1010,2024-06-28,2024-10-29,5.762,6.251,292.2
1436,Indo-Gangetic Plain,26.360928,81.806234,0.317,6.52,1.0,18.0,1193,27.2,0.574,0.393,63,7.7,86.4,incorporated,flood,Naveen,2024-07-10,2024-11-06,4.724,6.079,410.5
1437,Coastal Andhra,16.256584,81.274074,1.57,5.79,1.18,25.1,1641,27.5,0.633,0.568,60,4.2,70.2,mulched,flood,IR64,2024-06-25,2024-10-22,5.139,6.876,366.2
1438,Eastern UP,25.467273,83.111469,2.735,7.51,0.95,32.8,1628,28.0,0.804,0.706,54,3.1,84.2,incorporated,flood,IR64,2024-07-09,2024-10-25,6.128,7.054,413.8
1439,Indo-Gangetic Plain,26.279078,81.873088,1.054,6.39,0.8,26.5,1004,27.3,0.879,0.737,44,1.5,95.0,incorporated,flood,Samba Mahsuri,2024-07-22,2024-11-23,6.452,7.818,347.4
1440,Indo-Gangetic Plain,26.339906,82.006917,2.405,6.45,1.04,21.9,793,25.7,0.579,0.467,1,3.7,135.8,mulched,drip,Samba Mahsuri,2024-07-09,2024-11-17,5.274,5.321,189.8
1441,Coastal Andhra,16.599937,81.276021,1.178,7.02,1.07,38.9,645,28.6,0.709,0.642,36,6.4,122.1,removed,alternate_wetting_drying,Naveen,2024-06-17,2024-10-01,5.573,6.946,208.8
1442,Mekong Delta,9.837705,105.530881,1.199,5.97,1.46,37.1,1126,28.5,0.631,0.41,45,7.1,130.9,incorporated,alternate_wetting_drying,Swarna,2024-06-28,2024-11-01,4.707,8.359,272.1
1443,Mekong Delta,10.14173,105.834769,2.728,6.99,1.13,19.6,812,27.4,0.792,0.74,18,10.4,81.0,mulched,flood,Samba Mahsuri,2024-06-17,2024-09-26,5.573,7.533,341.2
1444,Terai Nepal,26.932293,83.931335,0.372,5.87,0.91,26.5,1507,28.7,0.508,0.427,46,4.2,80.6,incorporated,flood,Naveen,2024-06-17,2024-09-30,4.778,6.457,405.2
1445,Terai Nepal,27.800164,84.222959,1.015,6.25,1.75,27.3,1513,21.0,0.662,0.641,44,7.1,150.9,incorporated,flood,Naveen,2024-06-25,2024-10-13,6.047,7.675,462.7
1446,Indo-Gangetic Plain,26.243146,82.032394,2.221,5.8,0.43,25.5,969,27.1,0.688,0.696,62,1.5,89.2,incorporated,flood,MTU1010,2024-06-28,2024-10-20,5.366,5.975,363.6
1447,Coastal Andhra,17.098359,81.187251,1.348,5.68,2.05,18.4,1073,29.0,0.684,0.556,61,5.0,120.9,mulched,flood,MTU1010,2024-06-17,2024-09-19,5.755,9.407,361.6
1448,Indo-Gangetic Plain,26.613972,81.411765,0.649,6.21,0.89,25.7,924,31.3,0.392,0.296,26,1.1,110.6,removed,flood,IR64,2024-06-24,2024-10-12,4.349,5.146,276.6
1449,Indo-Gangetic Plain,26.38937,82.07849,4.038,6.74,1.31,16.3,690,26.8,0.778,0.694,55,9.3,139.1,removed,flood,IR64,2024-07-09,2024-11-04,5.946,7.261,314.5
1450,Mekong Delta,10.222314,105.505507,2.737,6.93,1.79,38.9,1128,28.7,0.418,0.376,57,6.1,56.8,incorporated,drip,Samba Mahsuri,2024-07-01,2024-10-03,4.572,7.771,226.5
1451,Indo-Gangetic Plain,26.922459,81.813883,1.358,6.54,1.29,11.6,1445,26.8,0.9,0.819,69,3.8,157.2,incorporated,flood,Samba Mahsuri,2024-07-12,2024-11-07,6.156,9.052,428.7
1452,Indo-Gangetic Plain,26.833822,81.481822,2.747,7.07,1.02,28.5,1162,28.5,0.605,0.481,46,3.7,96.7,incorporated,flood,Naveen,2024-08-01,2024-11-30,5.516,6.79,374.6
1453,Terai Nepal,26.701821,83.979401,1.377,6.95,1.47,7.5,1228,26.4,0.779,0.739,44,7.6,116.6,mulched,flood,Swarna,2024-07-03,2024-11-09,6.431,7.628,391.2
1454,Terai Nepal,27.707239,83.877997,1.023,5.35,0.54,25.8,1542,26.5,0.641,0.612,24,5.7,132.1,mulched,flood,MTU1010,2024-07-07,2024-10-21,5.275,4.461,419.9
1455,Mekong Delta,10.415099,105.470898,2.178,6.6,0.43,25.8,1164,25.3,0.603,0.502,0,6.1,111.1,incorporated,flood,Swarna,2024-07-10,2024-10-27,4.856,4.346,424.0
1456,Coastal Andhra,16.447673,80.954737,2.215,6.67,0.71,33.5,1654,27.0,0.838,0.7,16,6.3,28.0,incorporated,flood,Samba Mahsuri,2024-07-08,2024-11-03,5.243,7.196,417.9
1457,Coastal Andhra,16.322339,81.455185,0.544,6.29,1.61,21.8,1033,30.1,0.623,0.575,65,8.4,96.3,removed,flood,MTU1010,2024-06-29,2024-10-23,5.479,7.917,287.5
1458,Terai Nepal,27.237252,84.021795,2.296,6.25,0.72,5.0,764,25.8,0.493,0.428,93,8.7,61.4,incorporated,flood,MTU1010,2024-07-06,2024-10-18,4.286,5.456,335.6
1459,Mekong Delta,10.077149,105.603153,1.415,7.27,1.6,11.8,1165,27.0,0.9,0.816,20,6.3,107.4,mulched,flood,Samba Mahsuri,2024-07-04,2024-10-30,6.558,8.436,330.7
1460,Terai Nepal,27.475259,84.380738,0.838,5.73,1.43,7.6,1380,26.5,0.66,0.442,51,1.0,94.0,removed,drip,Swarna,2024-07-12,2024-10-22,5.617,8.411,154.8
1461,Coastal Andhra,16.447944,81.485087,2.893,7.1,1.21,31.9,1362,26.4,0.788,0.72,42,7.7,57.9,incorporated,flood,Naveen,2024-06-21,2024-11-02,5.955,7.851,384.5
1462,Coastal Andhra,16.741569,81.471476,1.972,6.24,1.35,26.1,919,24.7,0.699,0.59,58,7.4,142.5,mulched,alternate_wetting_drying,Samba Mahsuri,2024-06-27,2024-10-24,5.817,8.867,285.0
1463,Terai Nepal,27.964766,84.460311,2.085,5.73,0.65,11.8,1255,29.3,0.613,0.545,47,2.6,99.3,incorporated,flood,Swarna,2024-07-02,2024-10-24,5.027,5.18,375.5
1464,Eastern UP,26.306694,82.842578,0.886,6.36,0.65,26.6,899,28.4,0.564,0.48,57,6.9,110.6,incorporated,flood,Naveen,2024-07-07,2024-10-22,4.874,5.957,388.6
1465,Mekong Delta,10.435497,105.172242,0.55,5.75,2.53,29.6,1118,27.2,0.677,0.609,32,4.5,64.6,mulched,flood,MTU1010,2024-07-01,2024-09-29,5.869,10.482,315.8
1466,Eastern UP,25.850702,82.595876,0.708,6.14,1.15,24.7,1428,28.6,0.679,0.581,73,7.5,105.6,mulched,flood,MTU1010,2024-06-30,2024-10-12,5.565,7.815,355.5
1467,Coastal Andhra,16.806401,81.009391,0.597,4.91,1.15,17.9,1129,25.8,0.606,0.547,26,2.2,83.1,incorporated,alternate_wetting_drying,Naveen,2024-06-23,2024-10-25,4.911,5.783,290.0
1468,Mekong Delta,10.213548,105.342174,0.957,6.73,0.91,24.7,1595,24.9,0.596,0.512,123,6.8,129.6,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-12,2024-10-29,5.598,6.837,360.3
1469,Indo-Gangetic Plain,26.478942,82.545311,2.546,4.93,1.48,22.2,1377,28.4,0.561,0.467,19,9.5,101.5,removed,alternate_wetting_drying,Swarna,2024-07-09,2024-11-07,4.771,8.267,229.7
1470,Mekong Delta,10.642655,104.965261,1.262,6.95,0.69,17.9,1455,24.6,0.88,0.778,34,9.9,52.9,incorporated,flood,IR64,2024-07-22,2024-11-28,5.506,6.85,412.9
1471,Indo-Gangetic Plain,26.562198,81.869618,0.947,6.74,1.61,38.1,849,26.2,0.644,0.514,59,2.5,132.1,mulched,flood,Swarna,2024-07-09,2024-11-01,5.995,8.496,304.9
1472,Indo-Gangetic Plain,26.823707,81.728833,1.314,6.27,0.6,26.7,1329,27.1,0.552,0.347,32,6.7,118.3,incorporated,drip,Samba Mahsuri,2024-06-11,2024-09-30,4.504,4.629,290.6
1473,Mekong Delta,10.212924,106.091289,1.016,6.07,1.43,43.6,864,30.5,0.707,0.629,82,1.4,113.4,mulched,alternate_wetting_drying,Naveen,2024-07-03,2024-10-31,5.784,8.955,256.7
1474,Coastal Andhra,16.55489,81.305701,1.839,6.51,1.54,47.2,982,29.5,0.568,0.515,80,2.3,89.1,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-06-26,2024-10-13,4.831,7.837,289.0
1475,Coastal Andhra,16.786606,80.994088,1.787,6.49,1.01,33.7,916,29.4,0.513,0.442,35,4.7,1.0,incorporated,drip,IR64,2024-07-06,2024-11-06,4.849,5.567,215.7
1476,Terai Nepal,27.915579,84.265943,2.499,6.23,1.54,48.0,876,28.1,0.516,0.353,0,3.3,170.7,mulched,flood,Swarna,2024-06-30,2024-10-16,5.253,7.526,343.8
1477,Indo-Gangetic Plain,25.973306,82.160674,0.941,6.29,0.99,23.6,831,27.8,0.479,0.417,70,6.1,114.0,incorporated,flood,Swarna,2024-07-26,2024-11-21,4.502,5.889,317.9
1478,Eastern UP,25.940886,83.132861,1.521,5.77,0.84,24.9,2005,29.4,0.692,0.727,12,1.3,102.5,mulched,drip,Samba Mahsuri,2024-07-03,2024-10-21,5.248,5.904,179.7
1479,Coastal Andhra,16.2223,81.074739,1.034,7.48,1.04,51.3,1219,32.1,0.757,0.639,84,8.4,112.2,removed,flood,Naveen,2024-07-28,2024-11-15,5.6,8.193,298.5
1480,Eastern UP,25.963496,83.606488,0.494,5.8,0.95,15.1,847,21.9,0.587,0.389,58,8.5,68.8,removed,drip,Naveen,2024-06-26,2024-11-03,4.785,5.593,147.7
1481,Mekong Delta,9.513659,105.484619,2.178,5.96,1.28,40.1,1173,27.2,0.657,0.591,20,2.0,102.9,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-12,2024-11-17,5.264,6.231,224.9
1482,Coastal Andhra,16.384668,81.498363,2.232,6.13,1.01,13.4,1295,27.5,0.65,0.545,23,0.7,105.5,removed,flood,MTU1010,2024-07-03,2024-11-03,5.736,5.607,235.8
1483,Coastal Andhra,16.553157,81.286008,2.46,6.2,1.18,33.2,1571,21.1,0.562,0.512,41,2.2,113.2,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-06,2024-10-24,4.974,6.268,296.6
1484,Terai Nepal,27.213848,83.789151,0.362,6.39,1.14,32.8,1729,23.9,0.667,0.578,41,9.7,93.3,incorporated,drip,IR64,2024-07-10,2024-10-31,5.945,7.242,259.0
1485,Mekong Delta,10.074428,105.67207,1.715,6.19,1.14,30.6,1252,31.8,0.613,0.553,57,2.2,74.0,removed,flood,Naveen,2024-07-05,2024-11-15,4.934,7.651,261.4
1486,Coastal Andhra,16.187795,80.950817,0.756,7.98,2.02,16.8,1061,26.8,0.592,0.447,57,5.6,118.7,incorporated,drip,Samba Mahsuri,2024-07-09,2024-10-30,5.334,9.443,254.3
1487,Mekong Delta,10.070692,105.228888,0.483,5.82,0.86,29.6,1014,30.1,0.503,0.37,0,1.6,55.2,mulched,flood,IR64,2024-06-24,2024-10-04,4.085,5.205,308.6
1488,Mekong Delta,10.1146,105.24103,0.772,5.92,0.85,25.2,1129,25.8,0.72,0.603,5,1.2,55.5,removed,flood,Swarna,2024-06-26,2024-09-30,4.901,5.994,204.3
1489,Terai Nepal,28.283845,83.860734,0.741,7.18,1.37,36.4,1319,26.5,0.627,0.506,39,8.7,44.4,incorporated,flood,IR64,2024-07-17,2024-11-08,4.91,7.861,418.8
1490,Coastal Andhra,16.702764,81.141307,1.19,6.62,1.51,41.5,976,28.2,0.581,0.49,62,5.5,63.9,mulched,flood,Swarna,2024-07-06,2024-10-12,4.836,8.038,290.9
1491,Eastern UP,26.094998,82.598608,3.824,6.17,1.69,28.2,1273,23.0,0.555,0.475,35,5.3,66.9,mulched,flood,Samba Mahsuri,2024-07-09,2024-10-29,5.342,6.878,330.8
1492,Mekong Delta,9.912936,106.018215,1.192,6.24,1.29,26.9,1618,27.0,0.702,0.684,16,3.9,93.6,removed,alternate_wetting_drying,MTU1010,2024-06-27,2024-11-06,5.868,6.114,238.0
1493,Mekong Delta,9.820787,105.469011,0.499,7.02,0.54,34.2,881,29.5,0.651,0.579,85,4.8,77.3,incorporated,flood,Swarna,2024-07-14,2024-11-07,5.405,6.577,362.4
1494,Eastern UP,25.75245,83.461298,0.353,6.73,1.59,12.9,1116,27.2,0.632,0.508,48,7.4,101.5,mulched,flood,Naveen,2024-07-06,2024-10-25,5.826,7.931,360.4
1495,Mekong Delta,10.059473,106.152819,1.114,7.68,1.55,25.5,1620,25.5,0.502,0.462,50,6.3,66.1,mulched,flood,Samba Mahsuri,2024-07-17,2024-11-08,4.682,6.964,351.6
1496,Indo-Gangetic Plain,26.481809,82.071712,0.886,6.34,0.83,15.6,1568,23.4,0.752,0.721,82,6.7,76.9,incorporated,alternate_wetting_drying,Naveen,2024-07-14,2024-11-11,5.823,7.378,275.4
1497,Mekong Delta,10.109954,105.601048,0.531,6.19,1.22,28.9,1401,27.1,0.783,0.698,66,4.6,57.9,removed,alternate_wetting_drying,MTU1010,2024-07-31,2024-11-12,5.499,7.657,241.9
1498,Terai Nepal,27.237041,83.800366,0.827,6.23,1.99,13.3,1789,28.0,0.51,0.438,55,1.1,77.8,removed,alternate_wetting_drying,Samba Mahsuri,2024-06-23,2024-10-09,4.796,8.758,215.4
1499,Mekong Delta,9.827831,105.309652,1.638,6.65,1.26,22.9,1593,26.9,0.769,0.64,48,7.7,79.2,incorporated,flood,MTU1010,2024-06-26,2024-11-14,5.639,7.723,419.0
1500,Eastern UP,26.475557,82.625888,1.592,6.1,0.69,16.2,1263,30.2,0.643,0.522,31,4.6,59.6,mulched,flood,Naveen,2024-06-16,2024-09-17,4.663,4.792,327.9
1501,Mekong Delta,9.936874,106.309691,1.286,5.52,1.36,19.1,1094,30.2,0.755,0.743,1,5.4,124.0,incorporated,flood,Samba Mahsuri,2024-06-13,2024-10-01,5.818,7.187,414.4
1502,Terai Nepal,27.917611,84.281504,1.732,6.07,0.87,7.8,1315,27.3,0.803,0.68,36,3.5,102.1,incorporated,alternate_wetting_drying,IR64,2024-07-07,2024-11-11,5.904,6.383,278.1
1503,Coastal Andhra,16.099829,81.091891,1.532,7.32,0.51,16.0,634,31.5,0.669,0.591,0,5.0,75.9,mulched,flood,Naveen,2024-06-17,2024-09-27,5.272,4.648,246.0
1504,Eastern UP,25.962517,82.688852,3.445,6.05,0.56,41.2,1397,31.0,0.564,0.434,80,1.6,101.4,removed,flood,IR64,2024-06-30,2024-10-23,5.231,5.988,289.5
1505,Coastal Andhra,16.116903,81.011286,0.429,6.54,1.96,17.3,913,29.5,0.51,0.359,14,3.9,81.6,incorporated,alternate_wetting_drying,Swarna,2024-07-12,2024-11-11,4.844,7.68,230.7
1506,Mekong Delta,10.346953,105.497468,0.215,5.28,1.87,30.9,1540,30.7,0.821,0.792,39,2.3,95.7,removed,flood,Swarna,2024-06-21,2024-10-05,6.187,10.335,303.9
1507,Indo-Gangetic Plain,26.703625,82.60468,1.179,6.42,0.84,35.3,1773,26.5,0.681,0.572,25,7.2,88.6,incorporated,alternate_wetting_drying,Swarna,2024-07-07,2024-11-05,5.1,5.843,337.3
1508,Eastern UP,25.823013,82.80165,0.754,7.76,0.88,35.9,1249,26.1,0.673,0.561,1,4.8,90.2,incorporated,flood,Samba Mahsuri,2024-07-01,2024-10-31,5.528,5.271,355.3
1509,Indo-Gangetic Plain,26.060941,81.999893,1.437,6.71,1.07,23.9,1168,26.4,0.43,0.378,58,3.7,72.5,removed,drip,MTU1010,2024-07-17,2024-11-10,4.522,5.141,134.7
1510,Terai Nepal,28.253267,83.973947,1.525,5.63,1.33,33.2,856,26.6,0.643,0.607,85,0.0,15.1,incorporated,flood,Samba Mahsuri,2024-07-06,2024-10-28,4.887,8.447,239.3
1511,Coastal Andhra,16.830336,81.126747,1.436,6.29,0.56,38.1,906,23.3,0.706,0.599,71,5.8,87.4,incorporated,flood,IR64,2024-07-14,2024-11-02,5.495,5.338,358.3
1512,Mekong Delta,10.067355,106.021852,0.68,6.53,1.66,5.0,1657,26.6,0.701,0.626,56,5.8,50.7,incorporated,alternate_wetting_drying,MTU1010,2024-06-30,2024-10-18,5.258,7.68,311.5
1513,Eastern UP,26.11696,83.283297,2.105,7.45,0.9,21.2,923,26.9,0.634,0.622,28,9.3,98.5,removed,flood,Samba Mahsuri,2024-07-12,2024-11-02,5.289,5.561,294.8
1514,Eastern UP,25.479743,83.318258,1.197,6.52,1.41,34.0,1516,28.7,0.44,0.344,21,5.5,83.0,incorporated,flood,Swarna,2024-07-25,2024-11-16,4.711,7.443,419.4
1515,Indo-Gangetic Plain,26.236106,81.80268,0.905,7.07,1.87,21.0,938,32.1,0.748,0.687,53,3.8,45.0,incorporated,flood,Swarna,2024-07-01,2024-10-30,5.559,9.061,343.3
1516,Coastal Andhra,16.551962,81.475451,0.83,7.26,1.49,12.7,1335,28.1,0.672,0.546,43,4.4,98.7,removed,flood,MTU1010,2024-07-01,2024-10-21,5.796,6.138,312.3
1517,Indo-Gangetic Plain,26.295014,82.196646,0.759,6.69,1.3,32.9,1562,25.6,0.82,0.646,38,5.0,72.7,incorporated,flood,Swarna,2024-07-01,2024-10-28,5.767,8.281,381.1
1518,Coastal Andhra,16.631805,81.200011,1.222,5.9,0.64,33.0,1177,27.6,0.668,0.534,43,4.3,115.1,incorporated,flood,Naveen,2024-07-27,2024-12-09,5.49,4.667,382.7
1519,Mekong Delta,10.084595,105.312278,0.574,6.57,1.23,31.0,1406,29.9,0.731,0.712,44,8.0,119.7,removed,alternate_wetting_drying,Swarna,2024-07-29,2024-11-22,6.442,7.336,293.9
1520,Terai Nepal,27.274399,83.895832,2.295,5.77,1.13,19.8,1163,26.0,0.62,0.552,54,8.3,91.5,mulched,flood,MTU1010,2024-07-25,2024-11-13,5.02,6.061,313.5
1521,Terai Nepal,28.02766,83.752463,1.457,5.96,1.0,28.0,1309,27.3,0.723,0.6,36,7.2,56.2,incorporated,flood,Swarna,2024-07-02,2024-10-24,5.033,6.029,431.5
1522,Indo-Gangetic Plain,26.51492,81.675385,1.831,6.09,0.52,26.8,1596,25.0,0.625,0.49,70,9.3,65.6,incorporated,flood,Naveen,2024-07-03,2024-11-03,5.029,5.256,461.1
1523,Indo-Gangetic Plain,26.29223,81.424793,1.774,7.16,1.09,33.9,1099,26.8,0.86,0.775,36,0.0,114.2,removed,alternate_wetting_drying,MTU1010,2024-06-27,2024-10-28,6.564,7.303,188.1
1524,Terai Nepal,27.754586,84.380925,2.094,6.97,0.31,36.8,1307,26.4,0.641,0.528,38,3.9,55.8,incorporated,drip,MTU1010,2024-07-10,2024-10-28,4.722,4.488,261.3
1525,Indo-Gangetic Plain,26.651746,81.991036,1.768,6.34,1.1,27.8,1316,30.0,0.776,0.678,9,7.1,108.5,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-07,2024-11-12,5.679,7.139,222.1
1526,Mekong Delta,9.469087,105.424313,0.571,6.95,1.18,15.8,1443,28.1,0.622,0.584,23,2.4,116.1,removed,flood,MTU1010,2024-06-18,2024-10-11,5.436,6.539,285.6
1527,Eastern UP,26.091107,83.396703,1.623,4.94,0.85,18.7,1353,20.4,0.715,0.576,38,2.6,131.2,incorporated,alternate_wetting_drying,MTU1010,2024-06-21,2024-09-19,5.725,6.563,257.1
1528,Indo-Gangetic Plain,26.007254,81.843381,1.27,6.54,0.89,7.8,1031,26.4,0.673,0.538,37,3.8,67.6,removed,alternate_wetting_drying,Naveen,2024-07-04,2024-10-03,5.283,5.912,224.8
1529,Indo-Gangetic Plain,26.8384,82.158871,1.886,7.37,0.82,16.4,1456,28.6,0.635,0.543,20,9.7,160.9,incorporated,alternate_wetting_drying,IR64,2024-07-16,2024-10-28,5.318,5.488,390.2
1530,Indo-Gangetic Plain,26.385242,81.773499,1.864,5.87,1.32,29.1,1315,28.1,0.536,0.445,38,5.4,27.0,incorporated,alternate_wetting_drying,MTU1010,2024-06-21,2024-11-12,3.911,7.161,247.3
1531,Coastal Andhra,16.452545,81.205287,0.916,6.44,1.82,39.5,1271,30.7,0.477,0.337,50,3.9,111.5,mulched,alternate_wetting_drying,Swarna,2024-07-06,2024-10-20,4.605,8.279,208.4
1532,Coastal Andhra,16.992929,81.471995,0.393,7.23,1.24,5.0,641,28.4,0.519,0.463,47,6.5,97.4,removed,flood,MTU1010,2024-06-25,2024-10-17,4.913,6.386,275.8
1533,Coastal Andhra,16.276855,81.442566,1.366,6.25,0.7,17.9,1463,29.9,0.733,0.635,62,5.9,68.9,removed,flood,MTU1010,2024-06-25,2024-11-07,5.604,5.875,283.9
1534,Indo-Gangetic Plain,27.263615,82.011942,0.742,6.11,1.59,10.7,1335,25.2,0.427,0.376,45,9.2,122.0,incorporated,alternate_wetting_drying,IR64,2024-07-02,2024-10-06,4.343,7.349,360.5
1535,Mekong Delta,10.016605,105.190079,1.798,5.35,1.46,16.0,1426,29.0,0.582,0.435,1,4.6,117.7,mulched,flood,Swarna,2024-07-11,2024-11-09,4.98,6.692,370.0
1536,Eastern UP,26.443105,82.743616,0.707,6.36,1.22,19.9,958,27.9,0.824,0.641,37,1.8,80.8,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-07-22,2024-10-20,6.208,7.69,269.4
1537,Coastal Andhra,16.524707,81.340601,4.168,6.12,1.07,30.6,934,26.8,0.504,0.498,51,1.0,57.7,incorporated,drip,Samba Mahsuri,2024-07-15,2024-11-12,4.68,5.754,193.3
1538,Mekong Delta,9.466705,105.164895,1.376,6.02,1.14,29.3,1370,29.8,0.46,0.297,78,7.5,50.4,mulched,alternate_wetting_drying,MTU1010,2024-06-23,2024-10-14,3.736,6.823,243.3
1539,Eastern UP,25.816951,83.236168,1.006,5.88,1.78,17.9,1232,23.8,0.485,0.308,48,4.7,75.2,incorporated,alternate_wetting_drying,Naveen,2024-06-27,2024-10-16,4.695,6.861,309.0
1540,Coastal Andhra,16.365495,80.802717,0.999,6.33,1.84,8.8,1251,23.6,0.415,0.34,45,8.8,80.6,mulched,drip,MTU1010,2024-06-29,2024-10-09,4.732,7.17,210.5
1541,Eastern UP,25.875463,82.913388,1.877,6.57,1.41,17.5,672,25.7,0.633,0.475,9,11.3,96.0,incorporated,flood,Naveen,2024-06-27,2024-10-14,5.417,6.694,431.0
1542,Mekong Delta,9.908605,105.137445,0.516,7.81,0.52,42.0,946,29.0,0.706,0.573,63,0.2,66.3,removed,flood,Naveen,2024-06-21,2024-10-21,5.482,5.727,203.1
1543,Mekong Delta,9.869228,104.929073,9.314,5.87,1.38,20.2,1129,26.8,0.764,0.639,51,6.7,103.0,mulched,flood,IR64,2024-06-22,2024-10-11,6.116,7.518,340.0
1544,Mekong Delta,9.92759,105.782002,1.672,6.65,1.34,25.2,1025,31.3,0.777,0.675,46,6.7,53.0,incorporated,flood,Samba Mahsuri,2024-06-27,2024-10-18,5.816,8.45,352.0
1545,Terai Nepal,27.287517,83.71895,1.906,6.38,1.4,5.0,1350,25.2,0.425,0.23,60,5.7,133.7,incorporated,flood,Samba Mahsuri,2024-07-07,2024-10-29,4.301,6.722,426.6
1546,Indo-Gangetic Plain,26.32277,81.914149,1.095,6.41,1.2,24.8,1232,26.9,0.618,0.496,75,4.0,71.3,removed,flood,MTU1010,2024-07-08,2024-11-10,4.853,6.843,245.1
1547,Mekong Delta,10.039304,105.373978,0.911,6.13,0.98,21.3,1203,26.6,0.709,0.667,97,5.1,124.0,mulched,alternate_wetting_drying,Naveen,2024-07-09,2024-11-02,6.185,6.98,244.7
1548,Indo-Gangetic Plain,27.056222,82.398829,0.665,6.18,0.2,27.1,1042,27.0,0.551,0.493,6,4.0,109.9,mulched,flood,Swarna,2024-06-28,2024-10-22,4.737,3.629,352.0
1549,Terai Nepal,27.65426,84.265389,0.829,5.74,1.38,21.0,1434,28.8,0.769,0.708,30,5.3,83.8,incorporated,alternate_wetting_drying,Swarna,2024-07-09,2024-10-28,6.057,7.064,370.3
1550,Indo-Gangetic Plain,26.722821,82.105657,0.48,5.61,1.03,27.0,1344,26.5,0.446,0.365,0,4.4,109.6,incorporated,flood,MTU1010,2024-07-09,2024-10-23,4.344,4.692,380.4
1551,Coastal Andhra,16.215382,80.869682,1.369,6.37,1.0,16.0,1193,26.6,0.81,0.755,32,8.9,71.9,incorporated,drip,Swarna,2024-06-27,2024-10-20,6.116,6.606,243.3
1552,Terai Nepal,27.314024,83.726714,1.671,6.12,1.95,29.9,973,27.7,0.658,0.654,20,3.0,103.3,removed,alternate_wetting_drying,Swarna,2024-07-10,2024-11-17,5.63,9.686,191.9
1553,Mekong Delta,10.360953,105.485796,0.868,6.2,1.19,35.0,1151,29.0,0.706,0.65,23,3.6,43.2,incorporated,alternate_wetting_drying,Naveen,2024-06-29,2024-10-21,4.949,7.011,248.1
1554,Indo-Gangetic Plain,26.761484,81.600743,0.587,6.36,1.06,25.5,1168,23.7,0.456,0.422,57,7.9,86.9,removed,flood,Samba Mahsuri,2024-07-12,2024-10-31,4.297,5.899,345.1
1555,Mekong Delta,10.08456,105.934498,1.509,6.39,0.81,16.7,1434,26.3,0.891,0.787,57,3.3,61.2,removed,alternate_wetting_drying,Swarna,2024-07-12,2024-11-12,6.003,6.37,259.5
1556,Indo-Gangetic Plain,25.901386,82.257016,1.027,6.14,1.58,28.5,1226,24.8,0.772,0.734,64,5.3,88.7,removed,flood,Naveen,2024-06-29,2024-10-28,5.962,8.554,287.9
1557,Coastal Andhra,16.123931,80.74417,1.036,4.96,1.24,7.7,1284,27.5,0.642,0.52,50,4.1,154.1,incorporated,alternate_wetting_drying,Swarna,2024-07-08,2024-10-20,5.511,6.574,340.0
1558,Terai Nepal,27.521793,84.043448,0.856,5.42,1.34,25.0,1257,25.9,0.571,0.482,48,7.0,61.6,incorporated,alternate_wetting_drying,IR64,2024-07-12,2024-10-29,4.984,7.387,337.0
1559,Eastern UP,26.33661,83.194902,1.271,6.29,1.55,14.0,931,23.4,0.798,0.734,55,4.6,191.4,incorporated,flood,Swarna,2024-07-09,2024-10-28,6.428,8.751,428.9
1560,Eastern UP,25.821362,83.446022,1.873,5.98,1.27,24.0,1472,27.9,0.669,0.57,17,9.1,104.7,removed,flood,Naveen,2024-07-01,2024-10-13,5.213,6.486,297.9
1561,Terai Nepal,27.497692,84.001707,0.851,6.88,1.72,40.1,1285,25.3,0.864,0.787,25,5.9,56.3,incorporated,flood,Swarna,2024-06-30,2024-10-24,6.299,7.886,405.6
1562,Coastal Andhra,16.479209,81.333787,0.946,6.44,0.81,41.7,1256,29.1,0.597,0.419,26,4.7,73.5,incorporated,flood,Naveen,2024-07-07,2024-12-04,4.838,5.539,329.5
1563,Coastal Andhra,16.177137,81.1584,2.871,5.46,1.52,22.9,965,25.6,0.774,0.68,18,2.4,72.5,incorporated,flood,Samba Mahsuri,2024-07-13,2024-10-15,5.566,7.599,338.5
1564,Terai Nepal,27.502718,83.820456,1.177,6.12,1.88,32.2,1147,26.5,0.661,0.561,21,0.0,62.1,incorporated,flood,Naveen,2024-07-03,2024-10-11,5.912,8.421,273.2
